product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
403,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Mxsg - Black,126.99,230.0,"Just when they think you can't get faster - you do. Thanks to the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction.",5.0,2.0,['Sale'],"[188035, 188033]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45']","['46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Eclipse 2024,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
404,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Fg/Ag - Black,110.99,220.0,"ULTRA - When they think you can't get any faster - you do. With the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction. The SPEEDPLATE, inspired by running spikes, is an official statement: ULTRA is too fast for them.",5.0,2.0,"['Sale', 'Last Chance']",[187963],['40'],"['39', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Eclipse 2024,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
405,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - Black,115.99,210.0,"The new KING generation has taken everything known about ball control and made it even better. These shoes, redesigned to provide another level of performance, have a comfortable and stretchy upper for better fit and a lightweight outsole with conical studs for improved traction. They are responsive and agile, so you can take your game to the next level.Recycled content: The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,2.0,['Sale'],"[188037, 188036, 187965, 187954, 187952, 185839]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '46.5', '47', '48']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Eclipse 2024,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
406,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Mg - White,126.99,230.0,"FUTURE is back, just like heel shots, stepovers and ""no look passes"". Inspired by Neymar Junior's playing style, the mid-cut silhouette combines fit and agility so you can play without limits for the full 90 minutes. The double mesh FUZIONFIT360 upper has additional PWRTAPE support for an even more adaptive, even more supportive fit. The stable heel and flexible forefoot of the second-generation Dynamic Motion System outsole provides grip and agility for unpredictable direction changes. Freedom of movement. Freedom of play. Freedom of creation.The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,4.0,"['Sale', 'Last Chance']",[],['46.5'],"['35.5', '36', '37', '37.5', '38', '38.5', '39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Phenomenal,White,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
407,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Mxsg - White,120.99,240.0,"We call on all players. Inspired by Neymar Jr's playing style, the new FUTURE ULTIMATE is now available so you can take them to the next level. It has a FUZIONFIT360 upper with PWRTAPE support that locks you in during quick cuts and changes of pace. The Dynamic Motion System provides greater heel support, more flexibility in the forefoot and better grip in every direction. The upper is textured with different levels of grip for dribbling, passing and finishing, so every game counts.",4.7,16.0,['Sale'],"[187978, 187977]","['39', '40']","['35.5', '36', '37', '37.5', '38', '38.5', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Puma Phenomenal,White,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
408,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Mxsg - Pink,126.99,230.0,"Just when they think you can't get faster - you do. Thanks to the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction.",4.5,2.0,['Sale'],"[188035, 188034]","['39', '40']","['35.5', '36', '37', '37.5', '38', '38.5', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Phenomenal,Pink,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
439,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Fg/Ag - Yellow,121.99,242.99,"ULTRA - When they think you can't get any faster - you do. With the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction. The SPEEDPLATE, inspired by running spikes, is an official statement: ULTRA is too fast for them.",4.4,10.0,['Sale'],"[182931, 181730, 181062]","['39', '40', '40.5', '44.5', '46', '46.5']","['41', '42', '42.5', '43', '44', '45', '47']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Voltage,Yellow,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
409,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Mxsg - Lime,110.99,220.0,"Control has never been so comfortable. The icon that spans generations, KING returns with bold design upgrades and innovative materials that perform better - both for the player and for the planet. The K-BETTER upper material is made from recycled nylon derived from pre-production waste to reduce environmental impact while improving comfort and stretch resistance. The new outsole features conical studs so you have the same control over your movement as you do over the ball.The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,1.0,['Sale'],"[187960, 182960, 179911]","['39', '40', '40.5', '41', '42', '42.5']","['43', '44', '44.5', '45', '46', '46.5', '47']",Football Boots,Puma,Puma King,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Phenomenal,Lime,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
410,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - Lime,105.99,210.0,"The new KING generation has taken everything known about ball control and made it even better. These shoes, redesigned to provide another level of performance, have a comfortable and stretchy upper for better fit and a lightweight outsole with conical studs for improved traction. They are responsive and agile, so you can take your game to the next level.Recycled content: The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,3.0,['Sale'],"[188037, 188036, 187965, 187954, 187953, 185839]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '46.5', '47', '48.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Phenomenal,Lime,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
411,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Furon V7+ Pro X Cooper Fg - White,121.99,240.0,"Explode the pitch in the Furon V7 Pro FG football boots, designed for the elite player who craves simplicity and direct contact with the ground and ball. Equipped with a Hypoknit upper with mesh lining, and shifted lacing with a hollowed out arch for lockdown and increased strike zone, it provides impressive support and comfort. Focus on the hard surface with the lightweight nylon outsole for dynamic feel and feedback.",,,['Sale'],"[195582, 195406, 189217]","['42.5', '44.5', '45', '45.5', '46.5']","['40.5', '41.5', '42', '43', '44']",Football Boots,New Balance,New Balance Furon,Men,Firm Ground (Fg),Professional,Synthetic,,No,New Balance Unity Of Sport,White,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
412,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Low Fg - Navy Blue,116.99,230.0,"See the difference Tekela makes. Tekela V4 Pro FG football boots provide zonal support and dynamic response to elite-level players. The full-length elasticated knit upper with no laces and directional knit heel counter provides a secure fit, bringing you closer to the ball. The lightweight nylon outsole with multi-directional conical and angled TPU studs in the forefoot is designed specifically for hard surfaces to help you master the pitch with lightning-quick turns.",5.0,2.0,['Sale'],"[203483, 200606, 195674, 195593]","['40', '40.5', '41.5', '42']","['42.5', '43', '44', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,New Balance 2024,Navy Blue,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
413,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Fg - Navy Blue,116.99,230.0,"See the difference Tekela makes. Tekela V4 Pro FG football boots provide zonal support and dynamic response to elite-level players. The full-length elasticated knit upper with no laces and directional knit heel counter provides a secure fit, bringing you closer to the ball. The lightweight nylon outsole with multi-directional conical and angled TPU studs in the forefoot is designed specifically for hard surfaces to help you master the pitch with lightning-quick turns.",5.0,1.0,['Sale'],[195592],"['41.5', '42', '42.5', '44']","['43', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Lack,Yes,New Balance 2024,Navy Blue,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
414,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Low Sg - Navy Blue,116.99,230.0,"Lightweight and stretchy, yet strong and durable upper is made using the HYPOKNIT solution, which is characterized by flexibility, breathability, and a perfect fit to the shape of the foot. Thanks to the innovative FuelCell foam, the shoes have a very high level of cushioning. The FuelCell technology guarantees shock absorption at the maximum level without sacrificing speed. The non-slip outsole made of durable TPU and nylon ensures lightness and reduces fatigue during play.Technologies:FuelCell - nitrogen used in the midsole along with the rubber outsole provides maximum shock absorption, high level of stability, and support during running.HYPOKNIT - a technology that combines different types of fibers to create an exceptionally breathable and flexible structure. The HYPOKNIT upper fits well to the shape of the foot, providing comfort and freedom of movement.",5.0,1.0,['Sale'],[195594],"['41.5', '42', '42.5']","['43', '44', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Tekela,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,New Balance 2024,Navy Blue,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
415,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Furon V7+ Pro Sg - Blue,116.99,230.0,"The New Balance Furon V7 Pro SG are perfect for soft, muddy grass surfaces, providing stability and grip even in the rain. The upper of these shoes is made from a lightweight, stretchy material that is both strong and durable. HYPOKNIT technology is used here, which is characterized by its flexibility, breathability and ability to adapt to the shape of the foot.",5.0,1.0,['Sale'],[195583],"['41.5', '42', '42.5', '43']","['44', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Furon,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,New Balance 2024,Blue,Raheem Sterling,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
416,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Furon V7+ Pro Fg - Blue,116.99,230.0,"Professional football boots from the Furon PRO FG V7+ series.The lightweight and stretchable yet strong and durable upper is made using the HYPOKNIT solution, which is characterized by its flexibility, breathability, and ability to conform to the shape of the foot.The FG (firm-ground) studs are perfect for moderately soft, non-slippery, and medium-soft grass surfaces, providing high stability and excellent grip during the game.The professional football boots from the Furon PRO FG V7+ series are a great addition to a wide range of football clothing and accessories.",4.7,9.0,['Sale'],"[195582, 195406, 191097]","['40', '40.5', '41.5', '42', '42.5']","['43', '44', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Furon,Men,Firm Ground (Fg),Professional,Synthetic,,No,,Blue,Raheem Sterling,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
417,2025-04-10T21:36:41.167902+02:00,Cleats New Balance 442 V2 Pro Fg - Orange,73.99,144.0,"Professional New Balance men's cleats are a great choice for intense training on the field or a football match.The upper is made of high quality leather, synthetic materials and mesh.Strong and durable lacing provides the possibility of optimal fit and protects the foot during the game.The sporty and dynamic design stands out and emphasizes the professional workmanship of the shoes.The hard outer sole is made of 100% thermoplastic polyurethane (TPU), which is characterized by, among others, resistance to abrasion, deformation or cracking.New Balance men's cleats will be an excellent choice for both exhausting training on the field and an important match.",5.0,6.0,['Sale'],"[200599, 195576, 181357, 153702]","['41.5', '45']","['42', '42.5', '43', '44', '44.5', '45.5']",Football Boots,New Balance,New Balance 442,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,New Balance 2024,Orange,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
418,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Japan Mix - White,196.99,390.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present to you the match model Morelia Neo IV Beta Japan.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta Japan MIX are professional football shoes designed for playing on wet/soft natural grass.",,,"['Sale', 'Last Chance']","[203327, 200309, 196760, 195734, 191026, 182979]",['40'],"['39', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,White,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
419,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Mix - White,120.99,237.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia Neo IV Beta.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta MIX are professional football shoes designed for playing on wet/soft natural grass.",,,"['Sale', 'Last Chance']","[200565, 200070, 195927, 195733, 187675, 183783, 183781]",['39'],"['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,White,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
420,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Ii Japan Fg - Black,190.99,378.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia II Japan. Strengthen your techniques with shoes that provide a barefoot feeling, designed with numerous improvements. This genuine football K-Leather shoe provides a barefoot feeling combined with a hard durability that will last when you reach the best speeds in history.",5.0,5.0,['Sale'],[191021],"['39', '42', '42.5', '44', '44.5', '45', '45.5']","['40', '40.5', '41', '43']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Black,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
421,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Alpha Japan Fg,180.99,357.99,"Achieve top speeds with Mizuno Alpha shoes, weighing only 195 grams and helping you leave your opponents behind. The cleats feature a range of technologies to improve your performance. Mizuno Enerzy foam supports cushioning, triangular studs increase grip, and the KaRVO insole allows for greater acceleration. The synthetic material conforms to the foot with Engineered Fit function. These shoes are perfect for natural turf. Show what you can do!",,,"['Sale', 'Last Chance']","[197472, 195726]",['45.5'],"['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45']",Football Boots,Mizuno,Mizuno Alpha,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,,"White, Gold",,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
422,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Japan Mix - Lime,196.99,390.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present to you the match model Morelia Neo IV Beta Japan.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta Japan MIX are professional football shoes designed for playing on wet/soft natural grass.",,,"['Sale', 'Last Chance']","[203327, 200309, 196760, 195734, 192793, 182979]",['41'],"['39', '40', '40.5', '42', '42.5', '43', '44', '44.5', '45', '45.5']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Lime,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
423,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Ii Japan Fg - Lime,190.99,378.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia II Japan. Strengthen your techniques with shoes that provide a barefoot feeling, designed with numerous improvements. This genuine football K-Leather shoe provides a barefoot feeling combined with a hard durability that will last when you reach the best speeds in history.",,,"['Sale', 'Last Chance']",[191020],"['39', '44', '44.5', '45']","['40', '40.5', '41', '42', '42.5', '43', '45.5']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Lime,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
424,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Mix - Lime,119.99,236.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia Neo IV Beta.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta MIX are professional football shoes designed for playing on wet/soft natural grass.",5.0,6.0,['Sale'],"[200565, 200070, 195927, 195733, 191948, 183783, 183781]","['39', '40']","['40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '47']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Lime,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
425,2025-04-10T21:36:41.167902+02:00,Mizuno Morelia Sala Elite In - Lime,79.99,155.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the Morelia Sala model. These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip. Mizuno Morelia Sala IN are professional football shoes designed for indoor play.",5.0,5.0,['Sale'],"[202918, 196842, 183784]","['39', '40', '40.5', '41', '42.5', '43', '44', '44.5', '45', '46']",['42'],Football Boots,Mizuno,Mizuno Morelia Neo,Men,Indoor (Ic/In),Professional,Synthetic,Shoelace,No,,Lime,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
426,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Sg-Pro Player Edition - Mint,174.99,289.99,"Even legends undergo constant transformations. The latest version of these Elite cleats is made of a completely new, technologically advanced Flytouch Plus leather. It is softer than natural leather, which allows it to mold to the foot and, together with the All Conditions Control elements (a grippy texture even on rainy days), will help you set the pace of the game. The Legend 10 shoes are lighter and sleeker than any other Tiempo models, making them suitable for playing in any position - whether you're passing the ball with watchmaker precision through the defensive line or defending against a fast attack from the opposing team. The Anti-Clog Traction solution used in this version on the soleplate prevents mud from sticking.Do you see those microscopic dots on the upper? They enhance the ball-to-boot contact zone for passing, shooting, and dribbling. This gives the shoes a sleeker look. Another advantage is the lack of additional padding. All of these elements provide the ball control you need on the field. The foam cushions from the Tiempo 9 model have been reduced so that the foot can be even closer to the ball. Instead, special lines are embossed on the cleats. The All Conditions Control (ACC) technology adds texture for increased grip, allowing you to move confidently in any weather conditions.The technologically advanced FlyTouch Plus leather is incredibly soft. It helps the cleats perfectly mold to the foot, providing comfort without excessive stretching of the material. The Flyknit material around the ankle gives a feeling of secure fit.",5.0,1.0,['Sale'],"[195717, 194070, 189159, 185988, 162198]","['39', '40', '40.5']","['41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Tiempo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,No,Nike Peak Ready,Mint,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
427,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Accuracy.1 Fg - Blue,130.99,260.0,"The Predator boots were designed with the goal of scoring goals in mind. The construction is precise and powerful, so you won't miss any strike. High-quality 3D rubber elements are placed in strike zones to ensure precise swerve and ball placement. The outsole is designed to transfer power to the front of the foot, allowing for a perfect strike, and cushioning in key contact areas increases comfort and allows for a soft touch with the ball.",4.7,34.0,[],[160942],['40 2/3'],"['39 1/3', '40', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48']",Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
428,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Accuracy.1 Sg - Blue,130.99,260.0,"Top corner. Bottom corner. Every corner. The adidas Predator Accuracy football boots are designed for pinpoint accuracy and give you the confidence to hit the back of the net. The trick is in the choice. These soft ground boots have a soft HybridTouch upper with rubberised High Definition Grip elements for excellent ball control without compromising on the flexibility of the forefoot. The Power Facet on the split outsole adds energy to every kick.The upper is made from a series of recycled materials, containing at least 50% recycled materials. This product is just one of the solutions helping to put an end to plastic waste.",5.0,8.0,['Sale'],"[179545, 160833, 160785, 160620]","['40', '40 2/3', '41 1/3']","['39 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",Football Boots,Adidas,Adidas Predator,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
429,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Accuracy.1 Ag - Blue,130.99,260.0,Top corner. Bottom corner. Every corner. The adidas Predator Accuracy football boots are designed for pinpoint accuracy and give you the confidence to hit the back of the net. The trick is in the choice. These turf football boots have a soft HybridTouch upper with rubberised High Definition Grip elements for excellent ball control without compromising on the flexibility of the forefoot. The Power Facet on the split outsole adds energy to every kick.The upper is made from a series of recycled materials and contains at least 50% recycled materials. This product is just one of the solutions that will help put an end to plastic waste.,4.8,5.0,['Sale'],[],"['40', '40 2/3']","['39 1/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Predator,Men,Artificial Grass (Ag/Tf),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
430,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Accuracy.1 L Sg - Blue,125.99,250.0,Top corner. Bottom corner. Every corner. The adidas Predator Accuracy football boots are designed for pinpoint accuracy and give you the confidence to hit the back of the net. The trick is in the choice. These low-cut soft ground boots have a soft HybridTouch upper with rubberised High Definition Grip elements for excellent ball control without compromising on flexibility in the forefoot. The Power Facet in the split outsole adds energy to every kick.The upper is made from a series of recycled materials and contains at least 50% recycled materials. This product is just one of the solutions helping to put an end to plastic waste.,4.7,7.0,['Sale'],"[160834, 160635, 160621]","['39 1/3', '40', '40 2/3', '41 1/3', '42']","['42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']",Football Boots,Adidas,Adidas Predator,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
431,2025-04-10T21:36:41.167902+02:00,Cleats Adidas X Crazyfast+ Fg - Blue,212.99,300.0,"Change the rules of the game with the X Crazyfast+ FG football boots for playing on natural surfaces. Designed to provide a feeling of exceptional lightness, they have a semi-transparent Aeropacity Speedskin+ upper with reinforcements only where needed. Light laces make it easy to put on, and the OUTSOLE SPEEDFRAME with AEROPLATE was designed for acceleration and dynamic movements.The carbon footprint of this product has been reduced by at least 10% compared to its previous version. Lower emissions of greenhouse gases, including CO2, throughout the product's life cycle - from its creation to the end of its useful life.",,,['Last Chance'],[],['46'],"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46 2/3']",Football Boots,Adidas,Adidas X,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
